"n","Country","State","Model","Error"
37,"BRA","RJ","BRNN",46
38,"BRA","RJ","BRNN",200
39,"BRA","RJ","BRNN",180
40,"BRA","RJ","BRNN",283
41,"BRA","RJ","BRNN",248
42,"BRA","RJ","BRNN",365
43,"BRA","RJ","BRNN",-162
44,"BRA","RJ","BRNN",-365
45,"BRA","RJ","BRNN",-460
46,"BRA","RJ","BRNN",-363
47,"BRA","RJ","BRNN",-401
48,"BRA","RJ","BRNN",335
49,"BRA","RJ","BRNN",158
50,"BRA","RJ","BRNN",435
51,"BRA","RJ","BRNN",486
52,"BRA","RJ","BRNN",1118
53,"BRA","RJ","BRNN",1501
1,"BRA","RJ","QRF",-1
2,"BRA","RJ","QRF",0
3,"BRA","RJ","QRF",0
4,"BRA","RJ","QRF",0
5,"BRA","RJ","QRF",0
6,"BRA","RJ","QRF",0
7,"BRA","RJ","QRF",0
8,"BRA","RJ","QRF",0
9,"BRA","RJ","QRF",0
10,"BRA","RJ","QRF",0
11,"BRA","RJ","QRF",0
12,"BRA","RJ","QRF",0
13,"BRA","RJ","QRF",0
14,"BRA","RJ","QRF",0
15,"BRA","RJ","QRF",0
16,"BRA","RJ","QRF",0
17,"BRA","RJ","QRF",0
18,"BRA","RJ","QRF",0
19,"BRA","RJ","QRF",0
20,"BRA","RJ","QRF",0
21,"BRA","RJ","QRF",0
22,"BRA","RJ","QRF",0
23,"BRA","RJ","QRF",0
24,"BRA","RJ","QRF",0
25,"BRA","RJ","QRF",0
26,"BRA","RJ","QRF",0
27,"BRA","RJ","QRF",0
28,"BRA","RJ","QRF",0
29,"BRA","RJ","QRF",0
30,"BRA","RJ","QRF",0
31,"BRA","RJ","QRF",0
32,"BRA","RJ","QRF",0
33,"BRA","RJ","QRF",0
34,"BRA","RJ","QRF",0
35,"BRA","RJ","QRF",0
36,"BRA","RJ","QRF",0
37,"BRA","RJ","QRF",0
38,"BRA","RJ","QRF",0
39,"BRA","RJ","QRF",0
40,"BRA","RJ","QRF",0
41,"BRA","RJ","QRF",0
42,"BRA","RJ","QRF",0
43,"BRA","RJ","QRF",0
44,"BRA","RJ","QRF",0
45,"BRA","RJ","QRF",0
46,"BRA","RJ","QRF",0
47,"BRA","RJ","QRF",246
48,"BRA","RJ","QRF",866
49,"BRA","RJ","QRF",976
50,"BRA","RJ","QRF",1522
51,"BRA","RJ","QRF",1805
52,"BRA","RJ","QRF",2638
53,"BRA","RJ","QRF",3198
1,"BRA","SP","KNN",-386
2,"BRA","SP","KNN",-774
3,"BRA","SP","KNN",-626
4,"BRA","SP","KNN",-675
5,"BRA","SP","KNN",-592
6,"BRA","SP","KNN",-382
7,"BRA","SP","KNN",-628
8,"BRA","SP","KNN",-441
9,"BRA","SP","KNN",-148
10,"BRA","SP","KNN",-435
11,"BRA","SP","KNN",-143
12,"BRA","SP","KNN",-142
13,"BRA","SP","KNN",-658
14,"BRA","SP","KNN",-1573
15,"BRA","SP","KNN",-744
16,"BRA","SP","KNN",-79
17,"BRA","SP","KNN",-60
18,"BRA","SP","KNN",-60
19,"BRA","SP","KNN",15
20,"BRA","SP","KNN",0
21,"BRA","SP","KNN",76
22,"BRA","SP","KNN",184
23,"BRA","SP","KNN",-343
24,"BRA","SP","KNN",-281
25,"BRA","SP","KNN",60
26,"BRA","SP","KNN",587
27,"BRA","SP","KNN",363
28,"BRA","SP","KNN",231
29,"BRA","SP","KNN",424
30,"BRA","SP","KNN",433
31,"BRA","SP","KNN",810
32,"BRA","SP","KNN",880
33,"BRA","SP","KNN",-132
34,"BRA","SP","KNN",1662
35,"BRA","SP","KNN",1589
36,"BRA","SP","KNN",2136
37,"BRA","SP","KNN",-89
38,"BRA","SP","KNN",329
39,"BRA","SP","KNN",772
40,"BRA","SP","KNN",1030
41,"BRA","SP","KNN",1545
42,"BRA","SP","KNN",4815
43,"BRA","SP","KNN",462
44,"BRA","SP","KNN",435
45,"BRA","SP","KNN",-752
46,"BRA","SP","KNN",24
47,"BRA","SP","KNN",-276
48,"BRA","SP","KNN",787
49,"BRA","SP","KNN",490
50,"BRA","SP","KNN",445
51,"BRA","SP","KNN",548
52,"BRA","SP","KNN",464
53,"BRA","SP","KNN",74
54,"BRA","SP","KNN",-228
55,"BRA","SP","KNN",577
56,"BRA","SP","KNN",1106
57,"BRA","SP","KNN",1932
58,"BRA","SP","KNN",3018
59,"BRA","SP","KNN",5196
60,"BRA","SP","KNN",6886
61,"BRA","SP","KNN",7867
62,"BRA","SP","KNN",9233
1,"BRA","SP","SVR",-481
2,"BRA","SP","SVR",-813
3,"BRA","SP","SVR",-1160
4,"BRA","SP","SVR",-1505
5,"BRA","SP","SVR",-1848
6,"BRA","SP","SVR",-2256
7,"BRA","SP","SVR",-462
8,"BRA","SP","SVR",-740
9,"BRA","SP","SVR",-1084
10,"BRA","SP","SVR",-1438
11,"BRA","SP","SVR",-1795
12,"BRA","SP","SVR",-2156
13,"BRA","SP","SVR",-460
14,"BRA","SP","SVR",-680
15,"BRA","SP","SVR",-965
16,"BRA","SP","SVR",-1225
17,"BRA","SP","SVR",-1503
18,"BRA","SP","SVR",-1813
19,"BRA","SP","SVR",-278
20,"BRA","SP","SVR",-495
21,"BRA","SP","SVR",-708
22,"BRA","SP","SVR",-936
23,"BRA","SP","SVR",-1149
24,"BRA","SP","SVR",-1506
25,"BRA","SP","SVR",-171
26,"BRA","SP","SVR",-358
27,"BRA","SP","SVR",-661
28,"BRA","SP","SVR",-989
29,"BRA","SP","SVR",-1202
30,"BRA","SP","SVR",-1439
31,"BRA","SP","SVR",-260
32,"BRA","SP","SVR",-553
33,"BRA","SP","SVR",-958
34,"BRA","SP","SVR",-492
35,"BRA","SP","SVR",-194
36,"BRA","SP","SVR",-34
37,"BRA","SP","SVR",257
38,"BRA","SP","SVR",292
39,"BRA","SP","SVR",-64
40,"BRA","SP","SVR",-251
41,"BRA","SP","SVR",149
42,"BRA","SP","SVR",654
43,"BRA","SP","SVR",472
44,"BRA","SP","SVR",543
45,"BRA","SP","SVR",192
46,"BRA","SP","SVR",-69
47,"BRA","SP","SVR",-545
48,"BRA","SP","SVR",-658
49,"BRA","SP","SVR",953
50,"BRA","SP","SVR",844
51,"BRA","SP","SVR",1418
52,"BRA","SP","SVR",1749
53,"BRA","SP","SVR",1408
54,"BRA","SP","SVR",986
55,"BRA","SP","SVR",-157
56,"BRA","SP","SVR",-372
57,"BRA","SP","SVR",-108
58,"BRA","SP","SVR",159
59,"BRA","SP","SVR",1473
60,"BRA","SP","SVR",1352
61,"BRA","SP","SVR",1470
62,"BRA","SP","SVR",2879
1,"BRA","SP","CUBIST",-2
2,"BRA","SP","CUBIST",-3
3,"BRA","SP","CUBIST",-5
4,"BRA","SP","CUBIST",-8
5,"BRA","SP","CUBIST",-11
6,"BRA","SP","CUBIST",-14
7,"BRA","SP","CUBIST",-1
8,"BRA","SP","CUBIST",0
9,"BRA","SP","CUBIST",2
10,"BRA","SP","CUBIST",2
11,"BRA","SP","CUBIST",2
12,"BRA","SP","CUBIST",-1
13,"BRA","SP","CUBIST",0
14,"BRA","SP","CUBIST",8
15,"BRA","SP","CUBIST",20
16,"BRA","SP","CUBIST",16
17,"BRA","SP","CUBIST",31
18,"BRA","SP","CUBIST",26
19,"BRA","SP","CUBIST",81
20,"BRA","SP","CUBIST",86
21,"BRA","SP","CUBIST",154
22,"BRA","SP","CUBIST",191
23,"BRA","SP","CUBIST",292
24,"BRA","SP","CUBIST",282
25,"BRA","SP","CUBIST",210
26,"BRA","SP","CUBIST",292
27,"BRA","SP","CUBIST",321
28,"BRA","SP","CUBIST",334
29,"BRA","SP","CUBIST",482
30,"BRA","SP","CUBIST",608
31,"BRA","SP","CUBIST",72
32,"BRA","SP","CUBIST",12
33,"BRA","SP","CUBIST",-32
34,"BRA","SP","CUBIST",-1
35,"BRA","SP","CUBIST",204
36,"BRA","SP","CUBIST",357
37,"BRA","SP","CUBIST",150
38,"BRA","SP","CUBIST",192
39,"BRA","SP","CUBIST",12
40,"BRA","SP","CUBIST",-109
41,"BRA","SP","CUBIST",254
42,"BRA","SP","CUBIST",216
43,"BRA","SP","CUBIST",200
44,"BRA","SP","CUBIST",486
45,"BRA","SP","CUBIST",259
46,"BRA","SP","CUBIST",164
47,"BRA","SP","CUBIST",-109
48,"BRA","SP","CUBIST",-61
49,"BRA","SP","CUBIST",372
50,"BRA","SP","CUBIST",272
51,"BRA","SP","CUBIST",962
52,"BRA","SP","CUBIST",1448
53,"BRA","SP","CUBIST",1321
54,"BRA","SP","CUBIST",1136
55,"BRA","SP","CUBIST",317
56,"BRA","SP","CUBIST",319
57,"BRA","SP","CUBIST",270
58,"BRA","SP","CUBIST",797
59,"BRA","SP","CUBIST",2408
60,"BRA","SP","CUBIST",2543
61,"BRA","SP","CUBIST",2894
62,"BRA","SP","CUBIST",4635
1,"BRA","SP","BRNN",-311
2,"BRA","SP","BRNN",-625
3,"BRA","SP","BRNN",-806
4,"BRA","SP","BRNN",-971
5,"BRA","SP","BRNN",-1116
6,"BRA","SP","BRNN",-1195
7,"BRA","SP","BRNN",-21
8,"BRA","SP","BRNN",-75
9,"BRA","SP","BRNN",-141
10,"BRA","SP","BRNN",-189
11,"BRA","SP","BRNN",-226
12,"BRA","SP","BRNN",-276
13,"BRA","SP","BRNN",-79
14,"BRA","SP","BRNN",-182
15,"BRA","SP","BRNN",-317
16,"BRA","SP","BRNN",-516
17,"BRA","SP","BRNN",-676
18,"BRA","SP","BRNN",-826
19,"BRA","SP","BRNN",-54
20,"BRA","SP","BRNN",-246
21,"BRA","SP","BRNN",-421
22,"BRA","SP","BRNN",-580
23,"BRA","SP","BRNN",-690
24,"BRA","SP","BRNN",-907
25,"BRA","SP","BRNN",69
26,"BRA","SP","BRNN",89
27,"BRA","SP","BRNN",94
28,"BRA","SP","BRNN",139
29,"BRA","SP","BRNN",364
30,"BRA","SP","BRNN",587
31,"BRA","SP","BRNN",172
32,"BRA","SP","BRNN",220
33,"BRA","SP","BRNN",63
34,"BRA","SP","BRNN",697
35,"BRA","SP","BRNN",1174
36,"BRA","SP","BRNN",1561
37,"BRA","SP","BRNN",195
38,"BRA","SP","BRNN",275
39,"BRA","SP","BRNN",326
40,"BRA","SP","BRNN",463
41,"BRA","SP","BRNN",1070
42,"BRA","SP","BRNN",1816
43,"BRA","SP","BRNN",97
44,"BRA","SP","BRNN",355
45,"BRA","SP","BRNN",111
46,"BRA","SP","BRNN",-52
47,"BRA","SP","BRNN",-456
48,"BRA","SP","BRNN",-655
49,"BRA","SP","BRNN",966
50,"BRA","SP","BRNN",779
51,"BRA","SP","BRNN",1316
52,"BRA","SP","BRNN",1661
53,"BRA","SP","BRNN",1216
54,"BRA","SP","BRNN",648
55,"BRA","SP","BRNN",121
56,"BRA","SP","BRNN",-122
57,"BRA","SP","BRNN",154
58,"BRA","SP","BRNN",598
59,"BRA","SP","BRNN",2181
60,"BRA","SP","BRNN",2330
61,"BRA","SP","BRNN",2820
62,"BRA","SP","BRNN",4826
1,"BRA","SP","QRF",0
2,"BRA","SP","QRF",0
3,"BRA","SP","QRF",0
4,"BRA","SP","QRF",0
5,"BRA","SP","QRF",0
6,"BRA","SP","QRF",0
7,"BRA","SP","QRF",0
8,"BRA","SP","QRF",0
9,"BRA","SP","QRF",0
10,"BRA","SP","QRF",0
11,"BRA","SP","QRF",0
12,"BRA","SP","QRF",0
13,"BRA","SP","QRF",3
14,"BRA","SP","QRF",0
15,"BRA","SP","QRF",0
16,"BRA","SP","QRF",0
17,"BRA","SP","QRF",0
18,"BRA","SP","QRF",0
19,"BRA","SP","QRF",0
20,"BRA","SP","QRF",0
21,"BRA","SP","QRF",0
22,"BRA","SP","QRF",0
23,"BRA","SP","QRF",0
24,"BRA","SP","QRF",0
25,"BRA","SP","QRF",0
26,"BRA","SP","QRF",0
27,"BRA","SP","QRF",0
28,"BRA","SP","QRF",0
29,"BRA","SP","QRF",0
30,"BRA","SP","QRF",0
31,"BRA","SP","QRF",0
32,"BRA","SP","QRF",0
33,"BRA","SP","QRF",0
34,"BRA","SP","QRF",0
35,"BRA","SP","QRF",0
36,"BRA","SP","QRF",0
37,"BRA","SP","QRF",0
38,"BRA","SP","QRF",0
39,"BRA","SP","QRF",0
40,"BRA","SP","QRF",0
41,"BRA","SP","QRF",0
42,"BRA","SP","QRF",0
43,"BRA","SP","QRF",0
44,"BRA","SP","QRF",-203
45,"BRA","SP","QRF",0
46,"BRA","SP","QRF",0
47,"BRA","SP","QRF",140
48,"BRA","SP","QRF",476
49,"BRA","SP","QRF",0
50,"BRA","SP","QRF",0
51,"BRA","SP","QRF",0
52,"BRA","SP","QRF",0
53,"BRA","SP","QRF",0
54,"BRA","SP","QRF",0
55,"BRA","SP","QRF",0
56,"BRA","SP","QRF",529
57,"BRA","SP","QRF",1355
58,"BRA","SP","QRF",2441
59,"BRA","SP","QRF",4619
60,"BRA","SP","QRF",5330
61,"BRA","SP","QRF",6311
62,"BRA","SP","QRF",8656
1,"BRA","AM","VMD-KNN",-177
2,"BRA","AM","VMD-KNN",-64
3,"BRA","AM","VMD-KNN",-65
4,"BRA","AM","VMD-KNN",-18
5,"BRA","AM","VMD-KNN",-142
6,"BRA","AM","VMD-KNN",-206
7,"BRA","AM","VMD-KNN",-84
8,"BRA","AM","VMD-KNN",-213
9,"BRA","AM","VMD-KNN",-244
10,"BRA","AM","VMD-KNN",-264
11,"BRA","AM","VMD-KNN",-396
12,"BRA","AM","VMD-KNN",-377
13,"BRA","AM","VMD-KNN",-76
14,"BRA","AM","VMD-KNN",15
15,"BRA","AM","VMD-KNN",140
16,"BRA","AM","VMD-KNN",28
17,"BRA","AM","VMD-KNN",-142
18,"BRA","AM","VMD-KNN",-62
19,"BRA","AM","VMD-KNN",57
20,"BRA","AM","VMD-KNN",153
21,"BRA","AM","VMD-KNN",-108
22,"BRA","AM","VMD-KNN",64
23,"BRA","AM","VMD-KNN",124
24,"BRA","AM","VMD-KNN",215
25,"BRA","AM","VMD-KNN",196
26,"BRA","AM","VMD-KNN",432
27,"BRA","AM","VMD-KNN",61
28,"BRA","AM","VMD-KNN",490
29,"BRA","AM","VMD-KNN",535
30,"BRA","AM","VMD-KNN",241
31,"BRA","AM","VMD-KNN",-12
32,"BRA","AM","VMD-KNN",-159
33,"BRA","AM","VMD-KNN",-135
34,"BRA","AM","VMD-KNN",-114
35,"BRA","AM","VMD-KNN",-38
36,"BRA","AM","VMD-KNN",109
37,"BRA","AM","VMD-KNN",300
38,"BRA","AM","VMD-KNN",298
39,"BRA","AM","VMD-KNN",627
40,"BRA","AM","VMD-KNN",730
41,"BRA","AM","VMD-KNN",1031
42,"BRA","AM","VMD-KNN",1425
43,"BRA","AM","VMD-KNN",2568
44,"BRA","AM","VMD-KNN",1937
45,"BRA","AM","VMD-KNN",2868
1,"BRA","AM","VMD-SVR",-77
2,"BRA","AM","VMD-SVR",-128
3,"BRA","AM","VMD-SVR",-198
4,"BRA","AM","VMD-SVR",-244
5,"BRA","AM","VMD-SVR",-297
6,"BRA","AM","VMD-SVR",-347
7,"BRA","AM","VMD-SVR",-94
8,"BRA","AM","VMD-SVR",-133
9,"BRA","AM","VMD-SVR",-163
10,"BRA","AM","VMD-SVR",-169
11,"BRA","AM","VMD-SVR",-214
12,"BRA","AM","VMD-SVR",-237
13,"BRA","AM","VMD-SVR",-27
14,"BRA","AM","VMD-SVR",-15
15,"BRA","AM","VMD-SVR",1
16,"BRA","AM","VMD-SVR",-11
17,"BRA","AM","VMD-SVR",-9
18,"BRA","AM","VMD-SVR",-25
19,"BRA","AM","VMD-SVR",43
20,"BRA","AM","VMD-SVR",21
21,"BRA","AM","VMD-SVR",27
22,"BRA","AM","VMD-SVR",73
23,"BRA","AM","VMD-SVR",136
24,"BRA","AM","VMD-SVR",185
25,"BRA","AM","VMD-SVR",159
26,"BRA","AM","VMD-SVR",202
27,"BRA","AM","VMD-SVR",234
28,"BRA","AM","VMD-SVR",256
29,"BRA","AM","VMD-SVR",390
30,"BRA","AM","VMD-SVR",429
31,"BRA","AM","VMD-SVR",148
32,"BRA","AM","VMD-SVR",200
33,"BRA","AM","VMD-SVR",372
34,"BRA","AM","VMD-SVR",450
35,"BRA","AM","VMD-SVR",512
36,"BRA","AM","VMD-SVR",619
37,"BRA","AM","VMD-SVR",109
38,"BRA","AM","VMD-SVR",133
39,"BRA","AM","VMD-SVR",253
40,"BRA","AM","VMD-SVR",123
41,"BRA","AM","VMD-SVR",290
42,"BRA","AM","VMD-SVR",628
43,"BRA","AM","VMD-SVR",777
44,"BRA","AM","VMD-SVR",829
45,"BRA","AM","VMD-SVR",1233
1,"BRA","AM","VMD-CUBIST",2
2,"BRA","AM","VMD-CUBIST",2
3,"BRA","AM","VMD-CUBIST",2
4,"BRA","AM","VMD-CUBIST",-31
5,"BRA","AM","VMD-CUBIST",-48
6,"BRA","AM","VMD-CUBIST",-50
7,"BRA","AM","VMD-CUBIST",11
8,"BRA","AM","VMD-CUBIST",22
9,"BRA","AM","VMD-CUBIST",11
10,"BRA","AM","VMD-CUBIST",11
11,"BRA","AM","VMD-CUBIST",54
12,"BRA","AM","VMD-CUBIST",66
13,"BRA","AM","VMD-CUBIST",-24
14,"BRA","AM","VMD-CUBIST",-13
15,"BRA","AM","VMD-CUBIST",-7
16,"BRA","AM","VMD-CUBIST",-39
17,"BRA","AM","VMD-CUBIST",-45
18,"BRA","AM","VMD-CUBIST",-59
19,"BRA","AM","VMD-CUBIST",20
20,"BRA","AM","VMD-CUBIST",20
21,"BRA","AM","VMD-CUBIST",14
22,"BRA","AM","VMD-CUBIST",57
23,"BRA","AM","VMD-CUBIST",94
24,"BRA","AM","VMD-CUBIST",102
25,"BRA","AM","VMD-CUBIST",91
26,"BRA","AM","VMD-CUBIST",91
27,"BRA","AM","VMD-CUBIST",100
28,"BRA","AM","VMD-CUBIST",115
29,"BRA","AM","VMD-CUBIST",175
30,"BRA","AM","VMD-CUBIST",134
31,"BRA","AM","VMD-CUBIST",11
32,"BRA","AM","VMD-CUBIST",-43
33,"BRA","AM","VMD-CUBIST",-18
34,"BRA","AM","VMD-CUBIST",-69
35,"BRA","AM","VMD-CUBIST",-126
36,"BRA","AM","VMD-CUBIST",-147
37,"BRA","AM","VMD-CUBIST",-31
38,"BRA","AM","VMD-CUBIST",-118
39,"BRA","AM","VMD-CUBIST",-106
40,"BRA","AM","VMD-CUBIST",75
41,"BRA","AM","VMD-CUBIST",211
42,"BRA","AM","VMD-CUBIST",473
43,"BRA","AM","VMD-CUBIST",533
44,"BRA","AM","VMD-CUBIST",508
45,"BRA","AM","VMD-CUBIST",806
1,"BRA","AM","VMD-BRNN",-34
2,"BRA","AM","VMD-BRNN",-68
3,"BRA","AM","VMD-BRNN",-96
4,"BRA","AM","VMD-BRNN",-123
5,"BRA","AM","VMD-BRNN",-165
6,"BRA","AM","VMD-BRNN",-186
7,"BRA","AM","VMD-BRNN",-38
8,"BRA","AM","VMD-BRNN",-69
9,"BRA","AM","VMD-BRNN",-97
10,"BRA","AM","VMD-BRNN",-121
11,"BRA","AM","VMD-BRNN",-163
12,"BRA","AM","VMD-BRNN",-204
13,"BRA","AM","VMD-BRNN",-23
14,"BRA","AM","VMD-BRNN",25
15,"BRA","AM","VMD-BRNN",67
16,"BRA","AM","VMD-BRNN",95
17,"BRA","AM","VMD-BRNN",141
18,"BRA","AM","VMD-BRNN",154
19,"BRA","AM","VMD-BRNN",1
20,"BRA","AM","VMD-BRNN",-38
21,"BRA","AM","VMD-BRNN",-99
22,"BRA","AM","VMD-BRNN",-129
23,"BRA","AM","VMD-BRNN",-177
24,"BRA","AM","VMD-BRNN",-263
25,"BRA","AM","VMD-BRNN",39
26,"BRA","AM","VMD-BRNN",-24
27,"BRA","AM","VMD-BRNN",-97
28,"BRA","AM","VMD-BRNN",-175
29,"BRA","AM","VMD-BRNN",-145
30,"BRA","AM","VMD-BRNN",-193
31,"BRA","AM","VMD-BRNN",23
32,"BRA","AM","VMD-BRNN",0
33,"BRA","AM","VMD-BRNN",74
34,"BRA","AM","VMD-BRNN",68
35,"BRA","AM","VMD-BRNN",34
36,"BRA","AM","VMD-BRNN",45
37,"BRA","AM","VMD-BRNN",-8
38,"BRA","AM","VMD-BRNN",-121
39,"BRA","AM","VMD-BRNN",-163
40,"BRA","AM","VMD-BRNN",-3
41,"BRA","AM","VMD-BRNN",15
42,"BRA","AM","VMD-BRNN",162
43,"BRA","AM","VMD-BRNN",103
44,"BRA","AM","VMD-BRNN",79
45,"BRA","AM","VMD-BRNN",496
1,"BRA","AM","VMR-QRF",-12
2,"BRA","AM","VMR-QRF",-18
3,"BRA","AM","VMR-QRF",-27
4,"BRA","AM","VMR-QRF",-36
5,"BRA","AM","VMR-QRF",-35
6,"BRA","AM","VMR-QRF",-33
7,"BRA","AM","VMR-QRF",-4
8,"BRA","AM","VMR-QRF",-5
9,"BRA","AM","VMR-QRF",3
10,"BRA","AM","VMR-QRF",-64
11,"BRA","AM","VMR-QRF",-169
12,"BRA","AM","VMR-QRF",-230
13,"BRA","AM","VMR-QRF",-107
14,"BRA","AM","VMR-QRF",-87
15,"BRA","AM","VMR-QRF",-92
16,"BRA","AM","VMR-QRF",-101
17,"BRA","AM","VMR-QRF",-167
18,"BRA","AM","VMR-QRF",-186
19,"BRA","AM","VMR-QRF",17
20,"BRA","AM","VMR-QRF",2
21,"BRA","AM","VMR-QRF",-49
22,"BRA","AM","VMR-QRF",-49
23,"BRA","AM","VMR-QRF",-71
24,"BRA","AM","VMR-QRF",-111
25,"BRA","AM","VMR-QRF",27
26,"BRA","AM","VMR-QRF",-95
27,"BRA","AM","VMR-QRF",-187
28,"BRA","AM","VMR-QRF",-275
29,"BRA","AM","VMR-QRF",-214
30,"BRA","AM","VMR-QRF",-231
31,"BRA","AM","VMR-QRF",-31
32,"BRA","AM","VMR-QRF",-136
33,"BRA","AM","VMR-QRF",-153
34,"BRA","AM","VMR-QRF",-259
35,"BRA","AM","VMR-QRF",-350
36,"BRA","AM","VMR-QRF",-334
37,"BRA","AM","VMR-QRF",-2
38,"BRA","AM","VMR-QRF",86
39,"BRA","AM","VMR-QRF",210
40,"BRA","AM","VMR-QRF",454
41,"BRA","AM","VMR-QRF",760
42,"BRA","AM","VMR-QRF",1188
43,"BRA","AM","VMR-QRF",1433
44,"BRA","AM","VMR-QRF",1462
45,"BRA","AM","VMR-QRF",1878
1,"BRA","CE","VMD-KNN",19
2,"BRA","CE","VMD-KNN",24
3,"BRA","CE","VMD-KNN",68
4,"BRA","CE","VMD-KNN",84
5,"BRA","CE","VMD-KNN",125
6,"BRA","CE","VMD-KNN",164
7,"BRA","CE","VMD-KNN",185
8,"BRA","CE","VMD-KNN",211
9,"BRA","CE","VMD-KNN",33
10,"BRA","CE","VMD-KNN",231
11,"BRA","CE","VMD-KNN",223
12,"BRA","CE","VMD-KNN",359
13,"BRA","CE","VMD-KNN",382
14,"BRA","CE","VMD-KNN",-123
15,"BRA","CE","VMD-KNN",-37
16,"BRA","CE","VMD-KNN",-217
17,"BRA","CE","VMD-KNN",55
18,"BRA","CE","VMD-KNN",-366
19,"BRA","CE","VMD-KNN",516
20,"BRA","CE","VMD-KNN",-183
21,"BRA","CE","VMD-KNN",10
22,"BRA","CE","VMD-KNN",-71
23,"BRA","CE","VMD-KNN",-459
24,"BRA","CE","VMD-KNN",-418
25,"BRA","CE","VMD-KNN",98
26,"BRA","CE","VMD-KNN",94
27,"BRA","CE","VMD-KNN",177
28,"BRA","CE","VMD-KNN",298
29,"BRA","CE","VMD-KNN",613
30,"BRA","CE","VMD-KNN",-435
31,"BRA","CE","VMD-KNN",-175
32,"BRA","CE","VMD-KNN",824
33,"BRA","CE","VMD-KNN",366
34,"BRA","CE","VMD-KNN",643
35,"BRA","CE","VMD-KNN",722
36,"BRA","CE","VMD-KNN",1511
37,"BRA","CE","VMD-KNN",964
38,"BRA","CE","VMD-KNN",1309
39,"BRA","CE","VMD-KNN",3260
40,"BRA","CE","VMD-KNN",2998
41,"BRA","CE","VMD-KNN",3767
42,"BRA","CE","VMD-KNN",4733
1,"BRA","CE","VMD-SVR",-158
2,"BRA","CE","VMD-SVR",-270
3,"BRA","CE","VMD-SVR",-357
4,"BRA","CE","VMD-SVR",-469
5,"BRA","CE","VMD-SVR",-542
6,"BRA","CE","VMD-SVR",-606
7,"BRA","CE","VMD-SVR",-92
8,"BRA","CE","VMD-SVR",-128
9,"BRA","CE","VMD-SVR",-231
10,"BRA","CE","VMD-SVR",-303
11,"BRA","CE","VMD-SVR",-363
12,"BRA","CE","VMD-SVR",-405
13,"BRA","CE","VMD-SVR",25
14,"BRA","CE","VMD-SVR",-37
15,"BRA","CE","VMD-SVR",-108
16,"BRA","CE","VMD-SVR",-118
17,"BRA","CE","VMD-SVR",-117
18,"BRA","CE","VMD-SVR",-124
19,"BRA","CE","VMD-SVR",159
20,"BRA","CE","VMD-SVR",134
21,"BRA","CE","VMD-SVR",200
22,"BRA","CE","VMD-SVR",332
23,"BRA","CE","VMD-SVR",331
24,"BRA","CE","VMD-SVR",382
25,"BRA","CE","VMD-SVR",100
26,"BRA","CE","VMD-SVR",151
27,"BRA","CE","VMD-SVR",322
28,"BRA","CE","VMD-SVR",445
29,"BRA","CE","VMD-SVR",649
30,"BRA","CE","VMD-SVR",703
31,"BRA","CE","VMD-SVR",235
32,"BRA","CE","VMD-SVR",374
33,"BRA","CE","VMD-SVR",562
34,"BRA","CE","VMD-SVR",560
35,"BRA","CE","VMD-SVR",615
36,"BRA","CE","VMD-SVR",836
37,"BRA","CE","VMD-SVR",175
38,"BRA","CE","VMD-SVR",330
39,"BRA","CE","VMD-SVR",681
40,"BRA","CE","VMD-SVR",1151
41,"BRA","CE","VMD-SVR",1584
42,"BRA","CE","VMD-SVR",1677
1,"BRA","CE","VMD-CUBIST",18
2,"BRA","CE","VMD-CUBIST",-22
3,"BRA","CE","VMD-CUBIST",-32
4,"BRA","CE","VMD-CUBIST",-72
5,"BRA","CE","VMD-CUBIST",-85
6,"BRA","CE","VMD-CUBIST",-97
7,"BRA","CE","VMD-CUBIST",-35
8,"BRA","CE","VMD-CUBIST",-37
9,"BRA","CE","VMD-CUBIST",-33
10,"BRA","CE","VMD-CUBIST",-4
11,"BRA","CE","VMD-CUBIST",23
12,"BRA","CE","VMD-CUBIST",50
13,"BRA","CE","VMD-CUBIST",-1
14,"BRA","CE","VMD-CUBIST",-22
15,"BRA","CE","VMD-CUBIST",-34
16,"BRA","CE","VMD-CUBIST",12
17,"BRA","CE","VMD-CUBIST",14
18,"BRA","CE","VMD-CUBIST",-14
19,"BRA","CE","VMD-CUBIST",75
20,"BRA","CE","VMD-CUBIST",12
21,"BRA","CE","VMD-CUBIST",0
22,"BRA","CE","VMD-CUBIST",51
23,"BRA","CE","VMD-CUBIST",-49
24,"BRA","CE","VMD-CUBIST",-78
25,"BRA","CE","VMD-CUBIST",-21
26,"BRA","CE","VMD-CUBIST",-55
27,"BRA","CE","VMD-CUBIST",22
28,"BRA","CE","VMD-CUBIST",40
29,"BRA","CE","VMD-CUBIST",132
30,"BRA","CE","VMD-CUBIST",103
31,"BRA","CE","VMD-CUBIST",74
32,"BRA","CE","VMD-CUBIST",146
33,"BRA","CE","VMD-CUBIST",108
34,"BRA","CE","VMD-CUBIST",-39
35,"BRA","CE","VMD-CUBIST",-214
36,"BRA","CE","VMD-CUBIST",-199
37,"BRA","CE","VMD-CUBIST",-51
38,"BRA","CE","VMD-CUBIST",-124
39,"BRA","CE","VMD-CUBIST",-63
40,"BRA","CE","VMD-CUBIST",79
41,"BRA","CE","VMD-CUBIST",218
42,"BRA","CE","VMD-CUBIST",134
1,"BRA","CE","VMD-BRNN",8
